symbol,entry_time,entry_price,pnl_pct,exit_candles,exit_reason,range_position,distribution_score,entry_reason
USDC/USDT,307,0.9999,0.0,30,TIMEOUT_LOSS,0.6666666666666914,70,"upper_zone(0.67),near_top,rsi_bear"
USDC/USDT,313,0.9999,0.0,30,TIMEOUT_LOSS,0.6666666666666914,70,"upper_zone(0.67),near_top,rsi_bear"
USDC/USDT,345,1.0006,0.0005996402158704117,30,TIMEOUT_PROFIT,0.7999999999999379,60,"upper_zone(0.80),near_top"
USDC/USDT,351,0.9999,0.000600060006000645,30,TIMEOUT_PROFIT,0.6190476190476392,70,"upper_zone(0.62),near_top,rsi_bear"
USDC/USDT,355,1.0001,0.000299970002999667,30,TIMEOUT_PROFIT,0.7142857142857294,70,"upper_zone(0.71),near_top,rsi_bear"
USDC/USDT,359,1.0004,0.0006997201119551409,30,TIMEOUT_PROFIT,0.8571428571428646,60,"upper_zone(0.86),near_top"
USDC/USDT,363,1.0004,0.0004998000799679578,30,TIMEOUT_PROFIT,0.6923076923076463,70,"upper_zone(0.69),near_top,vol_spike"
USDC/USDT,392,1.0001,0.000499950004999445,30,TIMEOUT_PROFIT,0.7692307692307889,80,"upper_zone(0.77),near_top,ema_bear"
USDC/USDT,409,0.9998,0.00010002000400078914,30,TIMEOUT_PROFIT,0.6428571428571712,80,"upper_zone(0.64),near_top,ema_bear"
USDC/USDT,415,0.9999,0.000300030003000267,30,TIMEOUT_PROFIT,0.8333333333333488,80,"upper_zone(0.83),near_top,ema_bear"
USDC/USDT,428,0.9997,0.0,30,TIMEOUT_LOSS,0.6363636363636731,90,"upper_zone(0.64),near_top,ema_bear,vol_spike"
USDC/USDT,432,0.9997,0.0,30,TIMEOUT_LOSS,0.6363636363636731,80,"upper_zone(0.64),near_top,ema_bear"
USDC/USDT,436,0.9997,0.00020006001800537958,30,TIMEOUT_PROFIT,0.6363636363636731,80,"upper_zone(0.64),near_top,ema_bear"
USDC/USDT,448,0.9997,0.0,30,TIMEOUT_LOSS,0.7000000000000333,80,"upper_zone(0.70),near_top,ema_bear"
USDC/USDT,476,1.0,9.999999999998899e-05,30,TIMEOUT_PROFIT,0.9423076923076985,60,"upper_zone(0.94),near_top"
USDC/USDT,480,1.0002,0.0001999600079983783,30,TIMEOUT_PROFIT,0.9622641509434002,60,"upper_zone(0.96),near_top"
USDC/USDT,484,0.9997,0.0,30,TIMEOUT_LOSS,0.8679245283019006,70,"upper_zone(0.87),near_top,rsi_bear"
USDC/USDT,497,1.0,0.0004999999999999449,30,TIMEOUT_PROFIT,0.714285714285737,90,"upper_zone(0.71),near_top,ema_bear,vol_spike"
USDC/USDT,501,1.0002,0.0009998000399920025,30,TIMEOUT_PROFIT,0.8000000000000148,60,"upper_zone(0.80),near_top"
USDC/USDT,506,0.9999,0.000500050005000556,30,TIMEOUT_PROFIT,0.6000000000000296,60,"upper_zone(0.60),near_top"
USDC/USDT,510,1.0,0.0006000000000000449,30,TIMEOUT_PROFIT,0.6666666666666914,60,"upper_zone(0.67),near_top"
USDC/USDT,533,0.9996,0.0,30,TIMEOUT_LOSS,0.6428571428571712,80,"upper_zone(0.64),near_top,ema_bear"
USDC/USDT,540,0.9994,0.0,30,TIMEOUT_LOSS,0.6363636363635722,90,"upper_zone(0.64),near_top,ema_bear,rsi_bear"
USDC/USDT,548,0.9994,0.0,30,TIMEOUT_LOSS,0.6363636363635722,90,"upper_zone(0.64),near_top,ema_bear,rsi_bear"
USDC/USDT,554,0.9995,0.0,30,TIMEOUT_LOSS,0.9545454545454597,80,"upper_zone(0.95),near_top,ema_bear"
USDC/USDT,558,0.9995,0.0,30,TIMEOUT_LOSS,0.9438202247191074,80,"upper_zone(0.94),near_top,ema_bear"
USDC/USDT,562,0.9996,0.0,30,TIMEOUT_LOSS,0.9550561797752859,80,"upper_zone(0.96),near_top,ema_bear"
USDC/USDT,567,0.9997,0.0,30,TIMEOUT_LOSS,0.9662921348314645,60,"upper_zone(0.97),near_top"
USDC/USDT,571,1.0003,0.0004998500449864491,30,TIMEOUT_PROFIT,0.9666666666666698,60,"upper_zone(0.97),near_top"
USDC/USDT,575,1.0,0.00029999999999996696,30,TIMEOUT_PROFIT,0.7222222222222393,60,"upper_zone(0.72),near_top"
USDC/USDT,579,1.0,0.00019999999999997797,30,TIMEOUT_PROFIT,0.6500000000000195,60,"upper_zone(0.65),near_top"
USDC/USDT,616,1.0001,9.9990000999889e-05,30,TIMEOUT_PROFIT,0.8571428571428571,60,"upper_zone(0.86),near_top"
USDC/USDT,620,1.0003,0.0,30,TIMEOUT_LOSS,0.8,60,"upper_zone(0.80),near_top"
USDC/USDT,624,1.0004,0.0,30,TIMEOUT_LOSS,0.8181818181818182,60,"upper_zone(0.82),near_top"
USDC/USDT,628,1.0005,0.0,30,TIMEOUT_LOSS,0.8181818181818182,60,"upper_zone(0.82),near_top"
USDC/USDT,640,1.001,0.0004995004995004445,30,TIMEOUT_PROFIT,0.7058823529410843,60,"upper_zone(0.71),near_top"
USDC/USDT,651,1.001,0.0004995004995004445,30,TIMEOUT_PROFIT,0.7647058823528413,60,"upper_zone(0.76),near_top"
USDC/USDT,655,1.0013,0.0009987016878059642,30,TIMEOUT_PROFIT,0.9411764705882429,60,"upper_zone(0.94),near_top"
USDC/USDT,710,1.0002,-0.0003999200159967566,9,END_OF_DATA,0.8571428571428571,60,"upper_zone(0.86),near_top"
USDC/USDT,714,1.0004,-0.0001999200319871831,5,END_OF_DATA,1.0,70,"upper_zone(1.00),near_top,vol_spike"
SOL/USDT,223,239.78,0.10965676870464594,30,TIMEOUT_PROFIT,0.9060560667665312,60,"upper_zone(0.91),near_top"
SOL/USDT,227,256.95,0.125,17,TP4_HIT,0.9309872029250456,60,"upper_zone(0.93),near_top"
SOL/USDT,270,216.64,0.125,9,TP4_HIT,0.7659456461453129,40,upper_zone(0.77)
SOL/USDT,281,205.89,0.08285613677206276,30,TIMEOUT_PROFIT,0.683470319634703,40,upper_zone(0.68)
SOL/USDT,285,252.71,0.125,14,TP4_HIT,0.6619519094766619,50,"upper_zone(0.66),vol_spike"
SOL/USDT,289,253.1,0.125,10,TP4_HIT,0.6650165016501649,40,upper_zone(0.67)
SOL/USDT,327,178.77,0.125,1,TP4_HIT,0.6596826183982148,70,"upper_zone(0.66),ema_bear,vol_spike"
SOL/USDT,349,141.0,0.125,10,TP4_HIT,0.7090464547677261,60,"upper_zone(0.71),ema_bear"
SOL/USDT,369,128.36,0.0,30,TIMEOUT_LOSS,0.6342769701606736,60,"upper_zone(0.63),ema_bear"
SOL/USDT,374,134.05,0.0,30,TIMEOUT_LOSS,0.9454855195911418,80,"upper_zone(0.95),near_top,ema_bear"
SOL/USDT,379,151.1,0.0125,30,TIMEOUT_LOSS,0.9474576271186441,80,"upper_zone(0.95),near_top,ema_bear"
SOL/USDT,383,147.98,0.0125,30,TIMEOUT_LOSS,0.8381482146061365,60,"upper_zone(0.84),ema_bear"
SOL/USDT,387,150.82,0.0125,30,TIMEOUT_LOSS,0.8355945730247405,60,"upper_zone(0.84),near_top"
SOL/USDT,391,146.73,0.0,30,TIMEOUT_LOSS,0.6938897168405361,40,upper_zone(0.69)
SOL/USDT,395,172.82,0.10445260965166067,30,TIMEOUT_PROFIT,0.9202265754071277,70,"upper_zone(0.92),near_top,vol_spike"
SOL/USDT,399,183.73,0.125,23,TP4_HIT,0.9746124466412037,70,"upper_zone(0.97),near_top,vol_spike"
SOL/USDT,407,173.55,0.125,30,TP4_HIT,0.7395809348376698,50,"upper_zone(0.74),vol_spike"
SOL/USDT,411,175.75,0.125,26,TP4_HIT,0.7425356988316745,40,upper_zone(0.74)
SOL/USDT,449,152.28,0.0,30,TIMEOUT_LOSS,0.7738515901060069,60,"upper_zone(0.77),ema_bear"
